Location,Crop,Year,Site_crop_yr,Rep,EU,Soil,Herb,CC Canopy,CYInjury,Crop Canopy,yield,Stand Count
Arlington,Soybean,2020,ARL_SB_20,1,111,Till,CL25,,0,22.6775,3969.197085,244968.9928
Arlington,Soybean,2020,ARL_SB_20,1,112,NT,CL25,,0,22.41,3935.536554,258092.3317
Arlington,Soybean,2020,ARL_SB_20,1,113,NT+CC,ME25,28.56333333,0,24.6225,3905.106443,284339.0095
Arlington,Soybean,2020,ARL_SB_20,1,114,NT,CTRL,,0,19.63,3899.157337,266841.2243
Arlington,Soybean,2020,ARL_SB_20,1,115,Till,CTRL,,0,22.5275,4014.020309,249343.4391
Arlington,Soybean,2020,ARL_SB_20,2,201,Till,CTRL,,0,22.095,3628.580522,301836.7947
Arlington,Soybean,2020,ARL_SB_20,2,202,NT+CC,CL25,29.69333333,0,26.2225,3245.272289,258092.3317
Arlington,Soybean,2020,ARL_SB_20,2,203,NT,ME50,,0,26.0925,3675.81082,275590.1169
Arlington,Soybean,2020,ARL_SB_20,2,204,Till,CL25,,0,23.195,3278.09624,288713.4558
Arlington,Soybean,2020,ARL_SB_20,2,205,NT+CC,ME25,32.71,0,24.2225,3625.144366,218722.315
Arlington,Soybean,2020,ARL_SB_20,2,206,Till,ME50,,0,23.1975,3819.531405,218722.315
Arlington,Soybean,2020,ARL_SB_20,2,207,NT,CTRL,,0,25.72,4120.838715,253717.8854
Arlington,Soybean,2020,ARL_SB_20,2,208,NT+CC,CL50,32.99333333,0,21.355,4141.585588,231845.6539
Arlington,Soybean,2020,ARL_SB_20,2,209,NT,CL25,,0,27.1225,3964.032023,266841.2243
Arlington,Soybean,2020,ARL_SB_20,2,210,NT+CC,CTRL,26.84333333,0,27.5425,3756.721701,258092.3317
Arlington,Soybean,2020,ARL_SB_20,2,211,Till,CL50,,0,25.6875,3757.099486,258092.3317
Arlington,Soybean,2020,ARL_SB_20,2,212,NT,ME25,,0,28.07,3865.39454,249343.4391
Arlington,Soybean,2020,ARL_SB_20,2,213,NT+CC,ME50,25.02666667,0,27.2075,3891.801365,258092.3317
Arlington,Soybean,2020,ARL_SB_20,2,214,NT,CL50,,0,23.135,3676.680286,218722.315
Arlington,Soybean,2020,ARL_SB_20,2,215,Till,ME25,,0,25.535,3636.860101,293087.9021
Arlington,Soybean,2020,ARL_SB_20,3,301,Till,ME50,,0,21.7825,4139.167285,266841.2243
Arlington,Soybean,2020,ARL_SB_20,3,302,NT+CC,CTRL,31.48,0,25.52,3842.967287,258092.3317
Arlington,Soybean,2020,ARL_SB_20,3,303,NT,CL25,,0,26.4275,4136.701659,262466.778
Arlington,Soybean,2020,ARL_SB_20,3,304,Till,CTRL,,0,27.43,3991.881007,262466.778
Arlington,Soybean,2020,ARL_SB_20,3,305,NT+CC,CL50,30.03,0,31.615,3990.039407,275590.1169
Arlington,Soybean,2020,ARL_SB_20,3,306,Till,ME25,,0,31.105,4486.276771,275590.1169
Arlington,Soybean,2020,ARL_SB_20,3,307,NT,CTRL,,0,31.76,4538.367738,258092.3317
Arlington,Soybean,2020,ARL_SB_20,3,308,NT+CC,ME50,32.64666667,0,27.91,4400.332772,279964.5632
Arlington,Soybean,2020,ARL_SB_20,3,309,NT,CL50,,0,34.7775,4256.443347,279964.5632
Arlington,Soybean,2020,ARL_SB_20,3,310,NT+CC,CL25,31.90333333,0,28.965,3776.942002,249343.4391
Arlington,Soybean,2020,ARL_SB_20,3,311,Till,CL50,,0,33.65,3827.73639,249343.4391
Arlington,Soybean,2020,ARL_SB_20,3,312,NT,ME25,,0,34.9575,3979.344332,275590.1169
Arlington,Soybean,2020,ARL_SB_20,3,313,NT+CC,ME25,31.99333333,0,35.3275,4071.844619,240594.5465
Arlington,Soybean,2020,ARL_SB_20,3,314,NT,ME50,,0,33.22,4004.353515,258092.3317
Arlington,Soybean,2020,ARL_SB_20,3,315,Till,CL25,,0,36.1925,3949.673399,236220.1002
Arlington,Soybean,2020,ARL_SB_20,4,401,Till,CL50,,0,29.135,4543.128145,249343.4391
Arlington,Soybean,2020,ARL_SB_20,4,402,NT+CC,CL50,42.4,0,28.565,4407.808256,279964.5632
Arlington,Soybean,2020,ARL_SB_20,4,403,NT,ME25,,0,30.37,4915.965487,253717.8854
Arlington,Soybean,2020,ARL_SB_20,4,404,Till,CL25,,0,25.3525,4372.764921,297462.3484
Arlington,Soybean,2020,ARL_SB_20,4,405,NT+CC,CL25,33.22333333,0,33.62,4558.182181,262466.778
Arlington,Soybean,2020,ARL_SB_20,4,406,Till,ME50,,0,32.2225,4451.698649,253717.8854
Arlington,Soybean,2020,ARL_SB_20,4,407,NT,CL50,,0,28.4975,4679.653978,253717.8854
Arlington,Soybean,2020,ARL_SB_20,4,408,NT+CC,ME25,38.94,0,27.345,4656.708174,218722.315
Arlington,Soybean,2020,ARL_SB_20,4,409,NT,CTRL,,0,32.7025,4577.793696,275590.1169
Arlington,Soybean,2020,ARL_SB_20,4,410,NT+CC,ME50,34.43666667,0,27.725,4417.521572,266841.2243
Arlington,Soybean,2020,ARL_SB_20,4,411,Till,CTRL,,0,39.0325,4453.362987,262466.778
Arlington,Soybean,2020,ARL_SB_20,4,412,NT,CL25,,0,34.2125,4351.302983,271215.6706
Arlington,Soybean,2020,ARL_SB_20,4,413,NT+CC,CTRL,28.62,0,34.19,4338.652011,284339.0095
Arlington,Soybean,2020,ARL_SB_20,4,414,NT,ME50,,0,32.955,4314.710812,284339.0095
Arlington,Soybean,2020,ARL_SB_20,4,415,Till,ME25,,0,35.1775,4213.197032,271215.6706
Lancaster,Soybean,2020,LAN_SB_20,1,101,Till,CTRL,,0,12.0775,4535.226523,275590.1169
Lancaster,Soybean,2020,LAN_SB_20,1,102,NT,CTRL,,0,14.72,4679.35072,266841.2243
Lancaster,Soybean,2020,LAN_SB_20,1,103,NT+CC,CTRL,15.69666667,0,15.2125,4688.504775,266841.2243
Lancaster,Soybean,2020,LAN_SB_20,1,104,NT,ME25,,0,15.78,4786.763347,301836.7947
Lancaster,Soybean,2020,LAN_SB_20,1,105,Till,ME25,,0,16.3925,4354.59757,271215.6706
Lancaster,Soybean,2020,LAN_SB_20,1,106,NT+CC,ME25,23.15,0,17.105,4779.052322,293087.9021
Lancaster,Soybean,2020,LAN_SB_20,1,107,NT,ME50,,0,17.71,4482.16482,288713.4558
Lancaster,Soybean,2020,LAN_SB_20,1,108,NT+CC,ME50,18.29,0,17.8725,4583.308292,301836.7947
Lancaster,Soybean,2020,LAN_SB_20,1,109,Till,ME50,,0,18.23,4287.880152,293087.9021
Lancaster,Soybean,2020,LAN_SB_20,1,110,Till,CL25,,0,19.055,4622.240168,284339.0095
Lancaster,Soybean,2020,LAN_SB_20,1,111,NT+CC,CL25,17.07,0,19.395,4575.861872,275590.1169
Lancaster,Soybean,2020,LAN_SB_20,1,112,NT,CL25,,2,19.7725,4482.428799,279964.5632
Lancaster,Soybean,2020,LAN_SB_20,1,113,NT+CC,CL50,18.6,3,19.975,4923.472714,279964.5632
Lancaster,Soybean,2020,LAN_SB_20,1,114,Till,CL50,,4,20.215,4819.46049,310585.6873
Lancaster,Soybean,2020,LAN_SB_20,1,115,NT,CL50,,2,20.7475,5008.80099,284339.0095
Lancaster,Soybean,2020,LAN_SB_20,2,201,Till,CL25,,0,21.055,5180.485713,306211.241
Lancaster,Soybean,2020,LAN_SB_20,2,202,NT,ME25,,0,21.27,4827.139113,301836.7947
Lancaster,Soybean,2020,LAN_SB_20,2,203,NT+CC,ME50,21.09666667,2,21.6775,4749.209923,275590.1169
Lancaster,Soybean,2020,LAN_SB_20,2,204,NT,ME50,,2,22,4700.566062,288713.4558
Lancaster,Soybean,2020,LAN_SB_20,2,205,Till,CTRL,,0,22.4875,4511.345349,271215.6706
Lancaster,Soybean,2020,LAN_SB_20,2,206,NT+CC,CTRL,26.70333333,0,23.005,4784.770901,288713.4558
Lancaster,Soybean,2020,LAN_SB_20,2,207,NT,CL50,,3,23.2,4943.774387,288713.4558
Lancaster,Soybean,2020,LAN_SB_20,2,208,NT+CC,CL50,21.38,6,23.4025,4811.934461,297462.3484
Lancaster,Soybean,2020,LAN_SB_20,2,209,Till,CL50,,4,23.68,4445.455282,306211.241
Lancaster,Soybean,2020,LAN_SB_20,2,210,Till,ME50,,0,23.91,4470.975342,288713.4558
Lancaster,Soybean,2020,LAN_SB_20,2,211,NT+CC,ME25,20.12333333,0,24.2375,4529.880818,279964.5632
Lancaster,Soybean,2020,LAN_SB_20,2,212,NT,CTRL,,0,24.63,4439.281686,279964.5632
Lancaster,Soybean,2020,LAN_SB_20,2,213,NT+CC,CL25,22.42,0,24.9175,4457.014103,271215.6706
Lancaster,Soybean,2020,LAN_SB_20,2,214,Till,ME25,,0,25.2175,4884.988617,310585.6873
Lancaster,Soybean,2020,LAN_SB_20,2,215,NT,CL25,,0,25.4175,4881.184069,266841.2243
Lancaster,Soybean,2020,LAN_SB_20,3,301,Till,ME25,,0,25.7275,5136.864635,314960.1336
Lancaster,Soybean,2020,LAN_SB_20,3,302,NT,ME50,,0,25.93,4953.922532,279964.5632
Lancaster,Soybean,2020,LAN_SB_20,3,303,NT+CC,CL50,24.91,1,26.1875,4819.404415,293087.9021
Lancaster,Soybean,2020,LAN_SB_20,3,304,NT,CL25,,0,26.4975,4880.628477,314960.1336
Lancaster,Soybean,2020,LAN_SB_20,3,305,Till,ME50,,0,26.8725,4563.508478,279964.5632
Lancaster,Soybean,2020,LAN_SB_20,3,306,NT+CC,CL25,31.13,0,27.1925,4516.715397,253717.8854
Lancaster,Soybean,2020,LAN_SB_20,3,307,NT,ME25,,0,27.385,4695.076375,310585.6873
Lancaster,Soybean,2020,LAN_SB_20,3,308,NT+CC,CTRL,29.17666667,0,27.6425,4940.760812,301836.7947
Lancaster,Soybean,2020,LAN_SB_20,3,309,Till,CL25,,0,27.9925,4838.830527,297462.3484
Lancaster,Soybean,2020,LAN_SB_20,3,310,Till,CL50,,0,28.3,4868.201799,288713.4558
Lancaster,Soybean,2020,LAN_SB_20,3,311,NT+CC,ME50,29.83666667,0,28.5175,4865.253967,258092.3317
Lancaster,Soybean,2020,LAN_SB_20,3,312,NT,CL50,,0,28.7975,4950.008415,328083.4725
Lancaster,Soybean,2020,LAN_SB_20,3,313,NT+CC,ME25,23.80666667,0,29.0275,4745.568934,319334.5799
Lancaster,Soybean,2020,LAN_SB_20,3,314,Till,CTRL,,0,29.3875,4935.645518,319334.5799
Lancaster,Soybean,2020,LAN_SB_20,3,315,NT,CTRL,,0,29.5525,4964.524833,310585.6873
Lancaster,Soybean,2020,LAN_SB_20,4,401,Till,ME50,,0,29.9575,4772.297439,301836.7947
Lancaster,Soybean,2020,LAN_SB_20,4,402,NT,CL50,,5,30.375,4305.076682,301836.7947
Lancaster,Soybean,2020,LAN_SB_20,4,403,NT+CC,CL25,19.39333333,0,30.765,4368.883654,297462.3484
Lancaster,Soybean,2020,LAN_SB_20,4,404,NT,CTRL,,0,31.375,4707.684217,275590.1169
Lancaster,Soybean,2020,LAN_SB_20,4,405,Till,CL50,,0,31.885,4388.042412,336832.3651
Lancaster,Soybean,2020,LAN_SB_20,4,406,NT+CC,CL50,24.85333333,0,32.065,4510.051954,266841.2243
Lancaster,Soybean,2020,LAN_SB_20,4,407,NT,CL25,,0,32.3525,4259.739458,284339.0095
Lancaster,Soybean,2020,LAN_SB_20,4,408,NT+CC,ME25,26.56,0,32.7075,4313.006656,310585.6873
Lancaster,Soybean,2020,LAN_SB_20,4,409,Till,CTRL,,0,33.525,4478.103391,288713.4558
Lancaster,Soybean,2020,LAN_SB_20,4,410,Till,ME25,,0,34.3175,4721.461944,319334.5799
Lancaster,Soybean,2020,LAN_SB_20,4,411,NT+CC,CTRL,26.38333333,0,34.8225,4603.600958,323709.0262
Lancaster,Soybean,2020,LAN_SB_20,4,412,NT,ME50,,0,35.38,4564.730849,310585.6873
Lancaster,Soybean,2020,LAN_SB_20,4,413,NT+CC,ME50,25.57333333,0,36.485,4545.094244,288713.4558
Lancaster,Soybean,2020,LAN_SB_20,4,414,Till,CL25,,0,37.345,4363.68372,332457.9188
Lancaster,Soybean,2020,LAN_SB_20,4,415,NT,ME25,,0,39.745,4405.090841,279964.5632
